score_IT,score_CS,score_CE,score_MMA,total_correct,accuracy_score,average_speed,interest_score,performance_group,performance_encoded,Track,track_encoded
5,0,1,1,7,0.35,0.9433481923270681,0.23266072306917274,Low,2,Information Technology,2
2,4,1,1,8,0.4,0.5620579373063036,0.41517682507747855,Average,0,Computer Science,1
3,0,0,0,3,0.15,0.5761430340393712,0.25954278638425154,Low,2,Information Technology,2
0,1,3,4,8,0.4,0.35071087405217294,0.49971565037913085,Average,0,Multimedia Arts,3
4,2,3,2,11,0.55,0.697635909212589,0.4509456363149644,Average,0,Information Technology,2
5,0,2,0,7,0.35,0.41827589240195623,0.4426896430392175,Low,2,Information Technology,2
5,3,1,2,11,0.55,0.9274990545182917,0.3590003781926833,Average,0,Information Technology,2
0,3,4,0,7,0.35,0.6086963670234691,0.36652145319061236,Low,2,Computer Engineering,0
3,3,3,1,10,0.5,0.573407005322025,0.47063719787118996,Average,0,Computer Engineering,0
3,3,2,0,8,0.4,0.6618036928189251,0.3752785228724299,Average,0,Information Technology,2
4,0,0,1,5,0.25,0.3873272353471359,0.39506910586114563,Low,2,Information Technology,2
3,0,0,1,4,0.2,0.6676841155480221,0.2529263537807912,Low,2,Information Technology,2
4,2,0,2,8,0.4,0.8330502988394222,0.3067798804642311,Average,0,Information Technology,2
0,4,0,1,5,0.25,0.8316346175658704,0.21734615297365184,Low,2,Computer Science,1
1,5,0,0,6,0.3,0.9056289709330811,0.21774841162676753,Low,2,Computer Science,1
4,2,0,3,9,0.45,0.5738123318031086,0.44047506727875657,Average,0,Information Technology,2
5,2,3,0,10,0.5,0.6566934786534542,0.4373226085386183,Average,0,Information Technology,2
3,5,3,3,14,0.7,0.7979950936576727,0.5008019625369309,High,1,Computer Science,1
3,5,0,3,11,0.55,0.6899065293279281,0.4540373882688288,Average,0,Computer Science,1
3,3,1,2,9,0.45,0.48388740246327416,0.4764450390146904,Average,0,Computer Science,1
3,2,0,5,10,0.5,0.36757648251465014,0.55296940699414,Average,0,Multimedia Arts,3
3,0,2,0,5,0.25,0.6956982840084367,0.27172068639662533,Low,2,Information Technology,2
1,5,3,1,10,0.5,0.3092349814821815,0.5763060074071273,Average,0,Computer Science,1
1,3,5,1,10,0.5,0.675509396639363,0.42979624134425476,Average,0,Computer Engineering,0
0,2,5,2,9,0.45,0.4796382872252457,0.4781446851099017,Average,0,Computer Engineering,0
3,1,0,3,7,0.35,0.7283901504744428,0.3186439398102229,Low,2,Information Technology,2
2,1,4,2,9,0.45,0.5553881009840307,0.44784475960638775,Average,0,Computer Engineering,0
3,3,1,2,9,0.45,0.404927571414744,0.5080289714341024,Average,0,Computer Science,1
4,0,2,3,9,0.45,0.7196335718362639,0.38214657126549445,Average,0,Information Technology,2
2,3,0,2,7,0.35,0.3170341468418004,0.48318634126327986,Low,2,Computer Science,1
0,4,1,0,5,0.25,0.7458955416401449,0.25164178334394205,Low,2,Computer Science,1
4,0,0,0,4,0.2,0.6223955997155273,0.2710417601137891,Low,2,Information Technology,2
2,4,0,0,6,0.3,0.3169699528916884,0.4532120188433246,Low,2,Computer Science,1
0,5,1,3,9,0.45,0.9619325526465514,0.28522697894137944,Average,0,Computer Science,1
4,0,3,1,8,0.4,0.7245145262111805,0.3501941895155278,Average,0,Information Technology,2
5,3,3,3,14,0.7,0.6667269873473993,0.5533092050610402,High,1,Information Technology,2
3,1,0,5,9,0.45,0.8090829910044468,0.3463668035982213,Average,0,Multimedia Arts,3
3,0,3,4,10,0.5,0.32558743646175586,0.5697650254152976,Average,0,Multimedia Arts,3
3,3,1,2,9,0.45,0.9659896689440937,0.28360413242236254,Average,0,Computer Science,1
5,2,3,3,13,0.65,0.7073913212579022,0.5070434714968391,Average,0,Information Technology,2
2,3,0,3,8,0.4,0.8080172750786463,0.3167930899685415,Average,0,Computer Science,1
5,1,1,1,8,0.4,0.6320079324805199,0.387196827007792,Average,0,Information Technology,2
3,3,0,4,10,0.5,0.34154064368010767,0.563383742527957,Average,0,Multimedia Arts,3
3,5,0,2,10,0.5,0.687044808183126,0.42518207672674957,Average,0,Computer Science,1
3,3,2,0,8,0.4,0.3003118824915025,0.5198752470033989,Average,0,Information Technology,2
5,2,3,2,12,0.6,0.5675381949990155,0.5329847220003938,Average,0,Information Technology,2
2,0,4,3,9,0.45,0.8013602550957724,0.3494558979616911,Average,0,Computer Engineering,0
3,1,0,3,7,0.35,0.6517463774903678,0.34930144900385285,Low,2,Information Technology,2
0,3,3,3,9,0.45,0.3289607384566449,0.5384157046173421,Average,0,Computer Science,1
4,2,3,0,9,0.45,0.5293541875915595,0.45825832496337626,Average,0,Information Technology,2
3,3,2,3,11,0.55,0.8197903942246156,0.40208384231015376,Average,0,Multimedia Arts,3
5,2,3,3,13,0.65,0.9969112719393869,0.3912354912242453,Average,0,Information Technology,2
0,4,3,0,7,0.35,0.5163172960743649,0.403473081570254,Low,2,Computer Science,1
1,1,3,5,10,0.5,0.9112311168056015,0.3355075532777594,Average,0,Multimedia Arts,3
2,2,4,1,9,0.45,0.5953594203130962,0.4318562318747615,Average,0,Computer Engineering,0
3,1,0,3,7,0.35,0.8778920451577494,0.2588431819369002,Low,2,Multimedia Arts,3
0,3,1,5,9,0.45,0.3305506688188172,0.5377797324724731,Average,0,Multimedia Arts,3
3,3,0,4,10,0.5,0.6254405224188126,0.44982379103247494,Average,0,Multimedia Arts,3
1,1,3,1,6,0.3,0.819133011105627,0.2523467955577492,Low,2,Computer Engineering,0
0,2,4,2,8,0.4,0.8406448964801359,0.30374204140794564,Average,0,Computer Engineering,0
4,2,2,3,11,0.55,0.4820337759882839,0.5371864896046865,Average,0,Information Technology,2
0,4,3,2,9,0.45,0.6656295273794749,0.4037481890482101,Average,0,Computer Science,1
0,3,1,2,6,0.3,0.9304408462827292,0.20782366148690834,Low,2,Computer Science,1
2,0,1,5,8,0.4,0.9343722775563359,0.26625108897746563,Average,0,Multimedia Arts,3
0,5,3,0,8,0.4,0.6997940717741191,0.36008237129035237,Average,0,Computer Science,1
4,1,0,0,5,0.25,0.3452861817349838,0.41188552730600647,Low,2,Information Technology,2
1,3,3,2,9,0.45,0.5183831712178617,0.46264673151285535,Average,0,Computer Science,1
3,1,4,0,8,0.4,0.9971424494442569,0.24114302022229722,Average,0,Computer Engineering,0
2,4,0,1,7,0.35,0.48394768506125074,0.41642092597549973,Low,2,Computer Science,1
1,1,4,1,7,0.35,0.5682080343835756,0.3827167862465698,Low,2,Computer Engineering,0
2,0,3,3,8,0.4,0.9085842052005793,0.27656631791976827,Average,0,Computer Engineering,0
5,3,3,0,11,0.55,0.6114704085525235,0.4854118365789906,Average,0,Information Technology,2
0,3,2,4,9,0.45,0.9445347288151942,0.29218610847392235,Average,0,Multimedia Arts,3
0,4,0,2,6,0.3,0.3562215940411518,0.4375113623835393,Low,2,Computer Science,1
0,2,5,2,9,0.45,0.393907976566827,0.5124368093732692,Average,0,Computer Engineering,0
5,2,0,2,9,0.45,0.5286923151305633,0.4585230739477747,Average,0,Information Technology,2
3,3,3,3,12,0.6,0.76955524388882,0.452177902444472,Average,0,Computer Science,1
1,3,5,3,12,0.6,0.49967803298885494,0.560128786804458,Average,0,Computer Engineering,0
1,2,5,0,8,0.4,0.5131092831654338,0.4347562867338265,Average,0,Computer Engineering,0
1,3,1,0,5,0.25,0.5860161503676626,0.3155935398529349,Low,2,Computer Science,1
1,3,1,3,8,0.4,0.7767297557497412,0.3293080977001035,Average,0,Multimedia Arts,3
3,0,1,3,7,0.35,0.6363340926700093,0.3554663629319963,Low,2,Information Technology,2
5,3,2,0,10,0.5,0.7563230183282625,0.397470792668695,Average,0,Information Technology,2
1,1,2,4,8,0.4,0.9768499699195528,0.2492600120321789,Average,0,Multimedia Arts,3
3,5,2,1,11,0.55,0.5665117628796691,0.5033952948481324,Average,0,Computer Science,1
3,2,0,3,8,0.4,0.4739887320381157,0.45040450718475367,Average,0,Multimedia Arts,3
1,2,3,4,10,0.5,0.8132857214646472,0.37468571141414114,Average,0,Multimedia Arts,3
1,1,5,1,8,0.4,0.4369574939762391,0.46521700240950437,Average,0,Computer Engineering,0
0,0,1,4,5,0.25,0.3888695268670895,0.3944521892531643,Low,2,Multimedia Arts,3
1,0,5,2,8,0.4,0.615685204559319,0.39372591817627245,Average,0,Computer Engineering,0
3,0,5,2,10,0.5,0.5375430632760558,0.4849827746895777,Average,0,Computer Engineering,0
1,3,5,3,12,0.6,0.6320849558062598,0.5071660176774961,Average,0,Computer Engineering,0
2,0,1,5,8,0.4,0.7644461470993014,0.33422154116027947,Average,0,Multimedia Arts,3
5,0,0,1,6,0.3,0.8681956356169762,0.2327217457532095,Low,2,Information Technology,2
0,3,1,4,8,0.4,0.3783903897093478,0.4886438441162609,Average,0,Multimedia Arts,3
1,5,1,0,7,0.35,0.7261197949855283,0.31955208200578866,Low,2,Computer Science,1
3,3,3,0,9,0.45,0.8354561658163013,0.3358175336734795,Average,0,Information Technology,2
2,2,4,2,10,0.5,0.7801905186249214,0.38792379255003145,Average,0,Computer Engineering,0
0,1,1,5,7,0.35,0.5764904103381084,0.3794038358647566,Low,2,Multimedia Arts,3
0,1,3,5,9,0.45,0.6070840015160508,0.4271663993935797,Average,0,Multimedia Arts,3
1,5,1,3,10,0.5,0.9466825286104794,0.3213269885558082,Average,0,Computer Science,1
0,0,5,3,8,0.4,0.4375835599637803,0.4649665760144879,Average,0,Computer Engineering,0
3,3,3,1,10,0.5,0.4508506846549838,0.5196597261380065,Average,0,Information Technology,2
4,0,2,0,6,0.3,0.8007718026499746,0.25969127894001015,Low,2,Information Technology,2
0,0,4,0,4,0.2,0.4045972182560088,0.3581611126975965,Low,2,Computer Engineering,0
1,4,0,2,7,0.35,0.32093239982227145,0.48162704007109136,Low,2,Computer Science,1
2,1,3,2,8,0.4,0.9419682061194459,0.26321271755222164,Average,0,Computer Engineering,0
3,3,1,0,7,0.35,0.7987064918392853,0.2905174032642859,Low,2,Computer Science,1
2,5,1,1,9,0.45,0.591981864731443,0.43320725410742283,Average,0,Computer Science,1
3,0,2,0,5,0.25,0.658702704784277,0.2865189180862892,Low,2,Information Technology,2
5,2,1,0,8,0.4,0.3051886846874331,0.5179245261250267,Average,0,Information Technology,2
3,5,1,3,12,0.6,0.5862054947611293,0.5255178020955483,Average,0,Computer Science,1
4,0,2,1,7,0.35,0.5238587590079155,0.4004564963968338,Low,2,Information Technology,2
3,1,5,0,9,0.45,0.69356537345189,0.39257385061924405,Average,0,Computer Engineering,0
1,0,1,4,6,0.3,0.7437823111133084,0.28248707555467667,Low,2,Multimedia Arts,3
2,2,4,0,8,0.4,0.433861398713037,0.46645544051478516,Average,0,Computer Engineering,0
1,3,4,1,9,0.45,0.5467377992010317,0.4513048803195874,Average,0,Computer Engineering,0
1,3,0,1,5,0.25,0.5312608216662807,0.3374956713334877,Low,2,Computer Science,1
1,3,2,4,10,0.5,0.6179781168034422,0.45280875327862313,Average,0,Multimedia Arts,3
5,1,1,0,7,0.35,0.691687226447062,0.3333251094211752,Low,2,Information Technology,2
2,0,0,5,7,0.35,0.7662315167725886,0.30350739329096454,Low,2,Multimedia Arts,3
2,0,0,4,6,0.3,0.3943167113981074,0.422273315440757,Low,2,Multimedia Arts,3
3,3,3,3,12,0.6,0.9538835205185265,0.3784465917925894,Average,0,Computer Engineering,0
0,0,2,4,6,0.3,0.7405534489918991,0.28377862040324037,Low,2,Multimedia Arts,3
1,5,1,1,8,0.4,0.6003181393357887,0.39987274426568453,Average,0,Computer Science,1
0,3,1,4,8,0.4,0.9319093763111594,0.2672362494755362,Average,0,Multimedia Arts,3
2,4,2,0,8,0.4,0.891153854808872,0.28353845807645117,Average,0,Computer Science,1
0,5,3,2,10,0.5,0.845735863224089,0.3617056547103644,Average,0,Computer Science,1
0,5,3,3,11,0.55,0.6618605411924007,0.46525578352303976,Average,0,Computer Science,1
4,2,2,1,9,0.45,0.7540893823731976,0.368364247050721,Average,0,Information Technology,2
1,2,1,5,9,0.45,0.7984048793052241,0.3506380482779104,Average,0,Multimedia Arts,3
2,0,2,3,7,0.35,0.5889208106294956,0.37443167574820174,Low,2,Multimedia Arts,3
3,1,2,4,10,0.5,0.7307663378669347,0.4076934648532261,Average,0,Multimedia Arts,3
0,3,1,3,7,0.35,0.9323076712870146,0.23707693148519415,Low,2,Multimedia Arts,3
1,1,0,4,6,0.3,0.6668140830564953,0.3132743667774019,Low,2,Multimedia Arts,3
1,5,0,2,8,0.4,0.45165523293287757,0.45933790682684894,Average,0,Computer Science,1
2,0,5,2,9,0.45,0.6979633760158055,0.39081464959367784,Average,0,Computer Engineering,0
3,0,3,1,7,0.35,0.9890993228736014,0.21436027085055945,Low,2,Computer Engineering,0
1,4,1,2,8,0.4,0.6244219574354191,0.3902312170258324,Average,0,Computer Science,1
3,1,1,1,6,0.3,0.7102463286475411,0.29590146854098354,Low,2,Information Technology,2
3,0,2,5,10,0.5,0.4258889877616878,0.5296444048953248,Average,0,Multimedia Arts,3
5,2,3,1,11,0.55,0.41261236388981554,0.5649550544440738,Average,0,Information Technology,2
3,3,3,3,12,0.6,0.9868097463903911,0.36527610144384354,Average,0,Computer Engineering,0
3,2,0,4,9,0.45,0.5904234893226898,0.4338306042709241,Average,0,Multimedia Arts,3
4,2,0,0,6,0.3,0.443604094466416,0.4025583622134336,Low,2,Information Technology,2
3,3,3,5,14,0.7,0.5902086971538796,0.5839165211384482,High,1,Multimedia Arts,3
1,0,3,3,7,0.35,0.5666545358423749,0.38333818566305,Low,2,Multimedia Arts,3
4,2,3,0,9,0.45,0.4851847846775862,0.4759260861289656,Average,0,Information Technology,2
1,3,1,0,5,0.25,0.5610305664877124,0.32558777340491507,Low,2,Computer Science,1
1,3,4,2,10,0.5,0.5209172434627698,0.49163310261489207,Average,0,Computer Engineering,0
3,2,3,5,13,0.65,0.9769519828947251,0.39921920684211,Average,0,Multimedia Arts,3
0,0,5,1,6,0.3,0.4182573583609273,0.4126970566556291,Low,2,Computer Engineering,0
4,1,1,1,7,0.35,0.600926448977019,0.36962942040919244,Low,2,Information Technology,2
3,3,1,3,10,0.5,0.7243404040156349,0.410263838393746,Average,0,Multimedia Arts,3
0,0,4,0,4,0.2,0.7905753207658319,0.20376987169366723,Low,2,Computer Engineering,0
2,4,0,1,7,0.35,0.7482710480888943,0.31069158076444225,Low,2,Computer Science,1
5,1,0,3,9,0.45,0.5206122550438876,0.46175509798244496,Average,0,Information Technology,2
1,3,5,0,9,0.45,0.33079913657628063,0.5376803453694878,Average,0,Computer Engineering,0
2,0,3,2,7,0.35,0.8401276879267514,0.27394892482929944,Low,2,Computer Engineering,0
2,4,1,0,7,0.35,0.8255444662334082,0.27978221350663673,Low,2,Computer Science,1
3,0,3,0,6,0.3,0.3164792614671412,0.45340829541314354,Low,2,Computer Engineering,0
3,3,3,3,12,0.6,0.3304658528355564,0.6278136588657774,Average,0,Information Technology,2
2,2,0,5,9,0.45,0.6577968061455068,0.40688127754179726,Average,0,Multimedia Arts,3
3,1,3,0,7,0.35,0.8771898984473925,0.259124040621043,Low,2,Computer Engineering,0
1,3,3,4,11,0.55,0.5701458861513977,0.501941645539441,Average,0,Multimedia Arts,3
3,3,4,0,10,0.5,0.4258348736867266,0.5296660505253094,Average,0,Computer Engineering,0
3,5,3,1,12,0.6,0.5043801412885394,0.5582479434845843,Average,0,Computer Science,1
3,4,0,1,8,0.4,0.7947795248193532,0.3220881900722587,Average,0,Computer Science,1
2,0,4,1,7,0.35,0.46744713484785516,0.42302114606085794,Low,2,Computer Engineering,0
3,3,0,4,10,0.5,0.5599232801789742,0.4760306879284103,Average,0,Multimedia Arts,3
0,1,4,0,5,0.25,0.8637118032959814,0.20451527868160743,Low,2,Computer Engineering,0
5,3,1,0,9,0.45,0.4374470246899314,0.49502119012402745,Average,0,Information Technology,2
0,2,5,0,7,0.35,0.3090761226929406,0.48636955092282375,Low,2,Computer Engineering,0
2,0,1,5,8,0.4,0.3562267739189622,0.49750929043241515,Average,0,Multimedia Arts,3
3,3,2,5,13,0.65,0.5296880589655991,0.5781247764137604,Average,0,Multimedia Arts,3
1,3,2,3,9,0.45,0.5401013125891032,0.45395947496435873,Average,0,Computer Science,1
1,1,3,1,6,0.3,0.7493614717646306,0.28025541129414777,Low,2,Computer Engineering,0
0,0,1,5,6,0.3,0.7580806431971395,0.2767677427211442,Low,2,Multimedia Arts,3
3,0,1,3,7,0.35,0.5557449590832786,0.38770201636668855,Low,2,Multimedia Arts,3
2,0,1,5,8,0.4,0.6752121136924865,0.3699151545230054,Average,0,Multimedia Arts,3
4,2,2,0,8,0.4,0.7203419280297085,0.3518632287881166,Average,0,Information Technology,2
0,2,3,4,9,0.45,0.9065548771791558,0.30737804912833766,Average,0,Multimedia Arts,3
0,4,2,3,9,0.45,0.34601096419927063,0.5315956143202918,Average,0,Computer Science,1
4,0,3,2,9,0.45,0.3004920192248158,0.5498031923100737,Average,0,Information Technology,2
3,3,4,0,10,0.5,0.5868513841639404,0.46525944633442384,Average,0,Computer Engineering,0
4,2,0,3,9,0.45,0.7387936560533053,0.3744825375786779,Average,0,Information Technology,2
1,0,0,4,5,0.25,0.44010981737531196,0.3739560730498752,Low,2,Multimedia Arts,3
3,1,3,5,12,0.6,0.5413303447091193,0.5434678621163522,Average,0,Multimedia Arts,3
0,3,0,4,7,0.35,0.7180525101583304,0.3227789959366678,Low,2,Multimedia Arts,3
3,1,5,0,9,0.45,0.4575271573669883,0.4869891370532047,Average,0,Computer Engineering,0
3,5,1,1,10,0.5,0.7443494209953849,0.40226023160184604,Average,0,Computer Science,1
2,1,4,2,9,0.45,0.7419426095654242,0.37322295617383033,Average,0,Computer Engineering,0
1,4,0,0,5,0.25,0.7748129474721059,0.24007482101115762,Low,2,Computer Science,1
1,1,3,3,8,0.4,0.6294332553290722,0.3882266978683711,Average,0,Multimedia Arts,3
0,3,3,0,6,0.3,0.8238050066248828,0.2504779973500469,Low,2,Computer Engineering,0
0,2,0,5,7,0.35,0.4486575357310536,0.4305369857075786,Low,2,Multimedia Arts,3
3,4,0,1,8,0.4,0.6131564661321101,0.39473741354715597,Average,0,Computer Science,1
3,3,5,2,13,0.65,0.5550481300913339,0.5679807479634664,Average,0,Computer Engineering,0
2,5,1,2,10,0.5,0.3426020100782068,0.5629591959687172,Average,0,Computer Science,1
4,3,3,2,12,0.6,0.3785710339974675,0.608571586401013,Average,0,Information Technology,2
1,5,3,1,10,0.5,0.46941672111665805,0.5122333115533368,Average,0,Computer Science,1
0,2,1,3,6,0.3,0.7331284639504427,0.2867486144198229,Low,2,Multimedia Arts,3
0,3,0,1,4,0.2,0.6469721744618955,0.2612111302152418,Low,2,Computer Science,1
3,5,1,2,11,0.55,0.38147826059988166,0.5774086957600474,Average,0,Computer Science,1
3,2,3,2,10,0.5,0.796350056036262,0.3814599775854952,Average,0,Information Technology,2
1,3,0,3,7,0.35,0.9308580212101878,0.2376567915159249,Low,2,Multimedia Arts,3
1,2,1,3,7,0.35,0.8073983710866037,0.2870406515653585,Low,2,Multimedia Arts,3
4,1,3,0,8,0.4,0.8475690737273349,0.300972370509066,Average,0,Information Technology,2
3,3,5,0,11,0.55,0.9034185092325406,0.36863259630698375,Average,0,Computer Engineering,0
1,1,5,2,9,0.45,0.8947398903103443,0.3121040438758623,Average,0,Computer Engineering,0
3,3,3,3,12,0.6,0.42607271223358756,0.589570915106565,Average,0,Multimedia Arts,3
3,2,3,3,11,0.55,0.5126702542815533,0.5249318982873787,Average,0,Multimedia Arts,3
1,0,5,1,7,0.35,0.898761808915475,0.25049527643381,Low,2,Computer Engineering,0
3,5,3,3,14,0.7,0.8323639384154888,0.48705442463380444,High,1,Computer Science,1
4,1,0,1,6,0.3,0.3703394554826359,0.4318642178069456,Low,2,Information Technology,2
5,3,1,3,12,0.6,0.9197662764305947,0.3920934894277621,Average,0,Information Technology,2
0,5,0,1,6,0.3,0.5496741553556859,0.36013033785772564,Low,2,Computer Science,1
3,5,3,1,12,0.6,0.31712476477058366,0.6331500940917665,Average,0,Computer Science,1
5,2,1,3,11,0.55,0.7713599862521429,0.42145600549914286,Average,0,Information Technology,2
5,3,2,2,12,0.6,0.8288903058694315,0.4284438776522274,Average,0,Information Technology,2
3,2,1,3,9,0.45,0.44973486381881495,0.490106054472474,Average,0,Multimedia Arts,3
2,2,5,1,10,0.5,0.7805253968850008,0.3877898412459997,Average,0,Computer Engineering,0
3,5,3,2,13,0.65,0.5469621312994943,0.5712151474802023,Average,0,Computer Science,1
5,2,2,0,9,0.45,0.8572577643731176,0.32709689425075295,Average,0,Information Technology,2
3,2,3,3,11,0.55,0.4993348727594398,0.5302660508962241,Average,0,Computer Engineering,0
4,1,1,2,8,0.4,0.7664480531480997,0.3334207787407601,Average,0,Information Technology,2
2,0,4,0,6,0.3,0.38069133617218076,0.4277234655311277,Low,2,Computer Engineering,0
1,5,1,0,7,0.35,0.4536431804534779,0.4285427278186088,Low,2,Computer Science,1
3,2,4,0,9,0.45,0.6897822028919837,0.3940871188432066,Average,0,Computer Engineering,0
1,3,2,1,7,0.35,0.8085395812198635,0.2865841675120546,Low,2,Computer Science,1
3,2,1,2,8,0.4,0.4118657821007742,0.4752536871596903,Average,0,Information Technology,2
3,4,3,0,10,0.5,0.6459674447802302,0.4416130220879079,Average,0,Computer Science,1
4,2,3,2,11,0.55,0.7261236452280944,0.4395505419087623,Average,0,Information Technology,2
1,2,1,4,8,0.4,0.5875606144730203,0.4049757542107919,Average,0,Multimedia Arts,3
3,1,1,2,7,0.35,0.39834544489312185,0.4506618220427513,Low,2,Information Technology,2
1,3,3,4,11,0.55,0.3408450538323206,0.5936619784670718,Average,0,Multimedia Arts,3
0,1,0,4,5,0.25,0.7251596274493635,0.25993614902025464,Low,2,Multimedia Arts,3
2,3,0,1,6,0.3,0.37192461812419575,0.4312301527503217,Low,2,Computer Science,1
0,2,5,1,8,0.4,0.6248333807264338,0.39006664770942645,Average,0,Computer Engineering,0
5,3,3,3,14,0.7,0.5156263094296932,0.6137494762281227,High,1,Information Technology,2
